company,product,typename,gpu,opsys,inches,width,height,clock_speed,ram,disk_size,weight,ubm_effective_speed,price_euros
HP,EliteBook 820,Ultrabook,Intel HD Graphics 520,Windows 10,12.5,1920,1080,2.5,8,256,1.26,4.2,1349.0
HP,ProBook 450,Notebook,Intel HD Graphics 620,Windows 10,15.6,1366,768,2.5,4,500,2.04,4.54,742.0
Toshiba,Tecra Z40-C-136,Ultrabook,Intel HD Graphics 520,Windows 10,14.0,1920,1080,2.6,8,256,1.47,4.2,1725.0
Dell,Latitude E5570,Notebook,Intel HD Graphics 520,Windows 7,15.6,1920,1080,2.4,8,256,2.09,4.2,1062.95
HP,ProBook 440,Notebook,Intel HD Graphics 620,Windows 10,14.0,1920,1080,2.5,8,256,1.64,4.54,1010.51
Lenovo,Yoga 500-15ISK,2 in 1 Convertible,Intel HD Graphics 520,Windows 10,15.6,1920,1080,2.5,4,256,1.8,4.2,847.0
Vero,V142 (X5-Z8350/2GB/32GB/W10),Notebook,Intel HD Graphics 400,Windows 10,14.0,1366,768,1.44,2,32,1.45,3.18,210.8
Toshiba,Tecra A50-C-218,Notebook,Nvidia GeForce 930M,Windows 10,15.6,1920,1080,2.5,16,256,2.4,7.91,1425.0
Lenovo,Thinkpad L560,Notebook,Intel HD Graphics 520,Windows 10,15.6,1920,1080,2.3,8,256,2.3,4.2,1049.6
HP,EliteBook 840,Notebook,Intel HD Graphics 520,Windows 10,14.0,1920,1080,2.3,4,500,1.54,4.2,1000.0
HP,EliteBook 850,Notebook,Intel HD Graphics 520,Windows 10,15.6,1920,1080,2.4,8,256,1.84,4.2,2103.34
HP,EliteBook 1040,Notebook,Intel HD Graphics 520,Windows 7,14.0,1920,1080,2.3,8,256,1.43,4.2,1469.0
MSI,GT72S Dominator,Gaming,Nvidia GeForce GTX 980M,Windows 10,17.3,1920,1080,2.7,16,1256,3.78,40.6,1545.64
Lenovo,IdeaPad Y900-17ISK,Gaming,Nvidia GeForce GTX 980M,Windows 10,17.3,1920,1080,2.6,16,1128,4.6,40.6,2289.99
Asus,Chromebook C202SA,Netbook,Intel HD Graphics 400,Chrome OS,11.6,1366,768,1.6,4,16,1.2,3.18,287.9
Lenovo,ThinkPad X1,Notebook,Intel HD Graphics 520,Windows 7,14.0,2560,1440,2.6,16,256,1.1,4.2,2620.0
HP,Noteb Pav,Notebook,Nvidia GeForce 940MX,Windows 10,15.6,1920,1080,2.7,8,1000,1.91,8.62,979.0
Dell,Inspiron 5578,2 in 1 Convertible,Intel HD Graphics 620,Windows 10,15.6,1920,1080,2.7,8,256,2.3,4.54,1094.0
HP,ProBook 450,Notebook,Intel HD Graphics 620,Windows 10,15.6,1366,768,2.5,4,256,2.04,4.54,979.0
Dell,XPS 13,Ultrabook,Intel HD Graphics 620,Windows 10,13.3,3200,1800,2.7,16,1000,1.2,4.54,2254.0
HP,ProBook 650,Notebook,Intel HD Graphics 520,Windows 10,15.6,1366,768,2.3,4,500,2.31,4.2,705.15
HP,250 G5,Notebook,Intel HD Graphics 620,No OS,15.6,1366,768,2.5,4,500,1.96,4.54,499.0
Acer,Aspire ES1-523,Notebook,AMD Radeon R5,Windows 10,15.6,1366,768,2.2,8,1000,2.4,2.05,449.0
Dell,Inspiron 7378,2 in 1 Convertible,Intel HD Graphics 620,Windows 10,13.3,1920,1080,2.7,12,256,1.6,4.54,1299.0
MSI,GT62VR 6RD,Gaming,Nvidia GeForce GTX 1060,Windows 10,15.6,1920,1080,2.6,16,1256,2.94,46.7,1819.0
HP,ProBook 450,Notebook,Intel HD Graphics 620,Windows 10,15.6,1920,1080,2.7,8,256,2.04,4.54,1070.0
Asus,Rog G752VL-GC088D,Gaming,Nvidia GeForce GTX 965M,No OS,17.3,1920,1080,2.6,16,1000,4.0,23.5,998.0
Dell,Inspiron 3567,Notebook,Intel HD Graphics,Windows 10,15.6,1920,1080,2.5,4,1000,2.25,1.56,559.0
Dell,Inspiron 5567,Notebook,AMD Radeon R7 M445,Windows 10,15.6,1920,1080,2.7,16,2000,2.32,21.2,989.99
MSI,GS63VR 6RF,Gaming,Nvidia GeForce GTX 1060,Windows 10,15.6,1920,1080,2.6,16,1256,1.8,46.7,1929.0
Dell,XPS 13,Ultrabook,Intel HD Graphics 620,Windows 10,13.3,1920,1080,2.7,8,256,1.29,4.54,1458.0
Dell,Inspiron 5368,2 in 1 Convertible,Intel HD Graphics 520,Windows 10,13.3,1920,1080,2.5,8,256,1.62,4.2,798.01
Dell,Alienware 15,Gaming,Nvidia GeForce GTX 970M,Windows 10,15.6,3840,2160,2.6,16,1256,3.21,30.7,1329.0
Apple,"MacBook 12""",Ultrabook,Intel HD Graphics 515,Mac OS X,12.0,2304,1440,1.1,8,256,0.92,2.92,1300.0
Dell,Latitude 3570,Notebook,Intel HD Graphics 520,Windows 10,15.6,1366,768,2.3,4,500,2.06,4.2,481.98
HP,ProBook 650,Notebook,Intel HD Graphics 520,Windows 10,15.6,1366,768,2.3,4,500,2.31,4.2,1199.0
HP,EliteBook 820,Ultrabook,Intel HD Graphics 520,Windows 7,12.5,1920,1080,2.3,8,256,1.26,4.2,1199.0
HP,ProBook 430,Notebook,Intel HD Graphics 620,Windows 10,13.3,1920,1080,2.7,8,256,1.49,4.54,1090.0
Lenovo,ThinkPad Yoga,Ultrabook,Intel HD Graphics 520,Windows 10,12.5,1920,1080,2.5,8,256,1.3,4.2,1713.49
Lenovo,IdeaPad 300-17ISK,Notebook,AMD Radeon R5 M330,Windows 10,17.3,1600,900,2.3,8,0,3.0,63.1,659.0
Lenovo,Ideapad 700-15ISK,Notebook,Nvidia GeForce GTX 950M,Windows 10,15.6,1920,1080,2.3,4,1000,2.3,14.0,977.0
MSI,GT72VR Dominator,Gaming,Nvidia GeForce GTX 1070,Windows 10,17.3,1920,1080,2.8,16,1256,3.78,79.7,2499.0
Lenovo,V110-15ISK (i5-6200U/4GB/500GB/W10),Notebook,Intel HD Graphics 520,Windows 10,15.6,1366,768,2.3,4,500,2.1,4.2,540.0
HP,Probook 650,Notebook,Intel HD Graphics 520,Windows 7,15.6,1920,1080,2.3,4,500,2.31,4.2,940.0
Lenovo,Yoga 900S-12ISK,Ultrabook,Intel HD Graphics 515,Windows 10,12.5,2560,1440,1.2,8,512,0.99,2.92,1399.0
Lenovo,IdeaPad Y900-17ISK,Gaming,Nvidia GeForce GTX 980M,Windows 10,17.3,1920,1080,2.7,32,512,4.6,40.6,3240.0
Lenovo,Yoga Book,2 in 1 Convertible,Intel HD Graphics 400,Windows 10,10.1,1920,1200,1.44,4,64,0.69,3.18,646.27
HP,Spectre x360,Ultrabook,Intel HD Graphics 620,Windows 10,13.3,3840,2160,2.7,16,512,1.3,4.54,2049.0
Dell,Vostro 3568,Notebook,Intel HD Graphics 620,Windows 10,15.6,1920,1080,2.5,8,256,2.18,4.54,750.0
HP,EliteBook 840,Notebook,Intel HD Graphics 520,Windows 7,14.0,1920,1080,2.3,4,500,1.54,4.2,1030.99
HP,ZBook 15u,Workstation,AMD FirePro W4190M,Windows 7,15.6,1920,1080,2.5,8,256,1.9,28.2,1495.0
Lenovo,ThinkPad T460,Notebook,Intel HD Graphics 520,Windows 7,14.0,1920,1080,2.3,8,180,1.7,4.2,1199.0
HP,Chromebook 13,Notebook,Intel HD Graphics 515,Chrome OS,13.3,3200,1800,1.5,4,32,1.29,2.92,615.0
Acer,Aspire ES1-523,Notebook,AMD Radeon R5,Windows 10,15.6,1366,768,2.2,4,500,2.4,2.05,387.0
Dell,Inspiron 3552,Notebook,Intel HD Graphics,Linux,15.6,1366,768,1.6,4,500,2.2,1.56,393.49
HP,250 G6,Notebook,Intel HD Graphics 520,No OS,15.6,1366,768,2.0,4,1000,1.86,4.2,345.99
Asus,Rog GL702VM-GC354T,Gaming,Nvidia GeForce GTX 1060,Windows 10,17.3,1920,1080,2.8,8,1256,2.7,46.7,1599.0
Dell,Inspiron 5370,Ultrabook,AMD Radeon 530,Windows 10,13.3,1920,1080,1.6,4,256,1.4,6.64,818.35
HP,Elitebook 820,Netbook,Intel HD Graphics 520,Windows 7,12.5,1366,768,2.3,4,128,2.4,4.2,1599.0
Acer,Aspire F5-573G,Notebook,Nvidia GeForce GTX 950M,Windows 10,15.6,1920,1080,2.5,8,1256,2.4,14.0,799.0
Dell,Inspiron 5567,Notebook,AMD Radeon R7 M445,Windows 10,15.6,1920,1080,2.5,8,1000,2.36,21.2,638.8
MSI,GS70 Stealth,Gaming,Nvidia GeForce GTX 965M,Windows 10,17.3,1920,1080,2.6,8,256,2.6,23.5,1599.0
HP,250 G5,Notebook,Intel HD Graphics 405,Windows 10,15.6,1366,768,1.6,4,1000,1.96,2.1,500.0
Asus,G752VY-GC162T (i7-6700HQ/16GB/1TB,Gaming,Nvidia GeForce GTX 980M,Windows 10,17.3,1920,1080,2.6,16,1128,4.3,40.6,2299.0
Dell,Latitude E5270,Ultrabook,Intel HD Graphics 520,Windows 7,12.5,1366,768,2.3,4,500,1.5,4.2,1135.15
Dell,Latitude E5270,Ultrabook,Intel HD Graphics 520,Windows 7,12.5,1366,768,2.3,4,128,1.5,4.2,1166.97
Acer,Chromebook 15,Notebook,Intel HD Graphics,Chrome OS,15.6,1366,768,1.5,4,16,2.2,1.56,209.0
Lenovo,Legion Y520-15IKBN,Gaming,Nvidia GeForce GTX 1050 Ti,Windows 10,15.6,1920,1080,2.8,16,512,2.4,29.3,1199.0
Dell,Latitude E5270,Ultrabook,Intel HD Graphics 520,Windows 7,12.5,1366,768,2.3,8,256,1.5,4.2,1413.1
MSI,GE72 Apache,Gaming,Nvidia GeForce GTX 960M,Windows 10,17.3,1920,1080,2.6,8,1128,2.9,16.4,1511.19
Lenovo,Yoga 500-15ISK,2 in 1 Convertible,Intel HD Graphics 520,Windows 10,15.6,1920,1080,2.3,4,256,2.1,4.2,867.0
HP,15-bw011nv (A6-9220/4GB/1TB/FHD/W10),Notebook,AMD Radeon R4,Windows 10,15.6,1920,1080,2.5,4,1000,2.1,17.5,398.0
Asus,Rog GL552VW-CN470T,Gaming,Nvidia GeForce GTX 960M,Windows 10,15.6,1920,1080,2.6,16,1128,2.59,16.4,1339.0
HP,EliteBook 1030,Notebook,Intel HD Graphics 515,Windows 10,13.3,3200,1800,1.1,8,256,1.16,2.92,1699.0
Dell,Vostro 3559,Notebook,AMD Radeon R5 M315,Windows 7,15.6,1366,768,2.3,4,500,2.24,17.3,769.15
Lenovo,V110-15ISK (i3-6006U/4GB/128GB/W10),Notebook,Intel HD Graphics 520,Windows 10,15.6,1366,768,2.0,4,128,2.1,4.2,429.0
HP,Spectre Pro,Ultrabook,Intel HD Graphics 520,Windows 10,13.3,1920,1080,2.5,8,512,1.16,4.2,1969.0
Lenovo,Yoga Book,2 in 1 Convertible,Intel HD Graphics 400,Android,10.1,1920,1200,1.44,4,64,0.69,3.18,549.0
Dell,XPS 13,Ultrabook,Intel Iris Plus Graphics 640,Windows 10,13.3,1920,1080,2.4,8,256,1.23,7.49,1379.0
Lenovo,IdeaPad Y900-17ISK,Gaming,Nvidia GeForce GTX 980M,Windows 10,17.3,1920,1080,2.7,16,256,4.6,40.6,2749.99
Razer,Blade Stealth,Ultrabook,Intel HD Graphics 520,Windows 10,12.5,3840,2160,2.5,8,256,1.25,4.2,1029.0
Toshiba,Portege X30-D-10K,Ultrabook,Intel HD Graphics 620,Windows 10,13.3,1920,1080,2.7,16,512,1.05,4.54,2226.0
Asus,Rog GL752VW-T4308T,Gaming,Nvidia GeForce GTX 960M,Windows 10,17.3,1920,1080,2.6,8,1128,3.52,16.4,1312.49
Vero,V131 (X5-Z8350/4GB/32GB/FHD/W10),Notebook,Intel HD Graphics 400,Windows 10,13.3,1920,1080,1.44,4,32,1.35,3.18,196.0
HP,Spectre Pro,Notebook,Intel HD Graphics 520,Windows 10,13.3,1920,1080,2.3,8,256,1.16,4.2,1690.0
HP,EliteBook 1040,Notebook,Intel HD Graphics 520,Windows 7,14.0,1920,1080,2.3,8,256,1.43,4.2,1513.0
Dell,Latitude E5570,Notebook,Intel HD Graphics 520,Linux,15.6,1366,768,2.3,4,500,2.09,4.2,523.63
Asus,VivoBook Max,Notebook,Intel HD Graphics 620,Windows 10,15.6,1366,768,2.4,4,1000,2.0,4.54,435.0
Lenovo,ThinkPad Yoga,2 in 1 Convertible,Intel HD Graphics 520,Windows 10,14.0,1920,1080,2.5,8,256,1.8,4.2,1669.0
Lenovo,Yoga Book,2 in 1 Convertible,Intel HD Graphics 400,Windows 10,10.1,1920,1200,1.44,4,64,0.69,3.18,479.0
HP,EliteBook 820,Ultrabook,Intel HD Graphics 520,Windows 7,12.5,1366,768,2.4,8,256,1.26,4.2,1895.0
Lenovo,Legion Y520-15IKBN,Gaming,Nvidia GeForce GTX 1060,No OS,15.6,1920,1080,2.5,8,1128,2.4,46.7,989.0
HP,Omen -,Gaming,Nvidia GeForce GTX 1060,Windows 10,17.3,1920,1080,2.3,8,1128,3.35,46.7,1129.0
HP,15-bs078cl (i7-7500U/8GB/2TB/W10),Notebook,Intel HD Graphics 620,Windows 10,15.6,1366,768,2.7,8,2000,2.04,4.54,629.0
Lenovo,ThinkPad P40,2 in 1 Convertible,Nvidia Quadro M500M,Windows 7,14.0,1920,1080,2.6,8,512,1.8,28.5,2050.38
Asus,L403NA-GA013TS (N3350/4GB/32GB/W10),Notebook,Intel HD Graphics 500,Windows 10,14.0,1366,768,1.1,4,32,1.5,3.44,278.0
HP,250 G6,Ultrabook,Intel HD Graphics 620,Windows 10,15.6,1920,1080,2.7,8,256,1.84,4.54,752.0
Acer,Aspire E5-576G,Notebook,Nvidia GeForce 940MX,Windows 10,15.6,1920,1080,2.5,4,1000,2.23,8.62,616.0
Lenovo,IdeaPad 500-15ISK,Notebook,AMD Radeon R7 M360,Windows 10,15.6,1920,1080,2.5,16,0,2.5,27.31,1099.0
HP,ZBook 17,Workstation,Nvidia Quadro M3000M,Windows 7,17.3,1920,1080,2.6,8,256,3.0,51.3,3949.4
Dell,Inspiron 5567,Notebook,AMD Radeon R7 M445,Windows 10,15.6,1366,768,2.5,8,1000,2.5,21.2,784.0
MSI,GT72S Dominator,Gaming,Nvidia GeForce GTX 980M,Windows 10,17.3,1920,1080,2.7,16,1256,3.78,40.6,2399.0
HP,EliteBook 850,Ultrabook,Intel HD Graphics 520,Windows 7,15.6,1920,1080,2.5,8,256,1.88,4.2,2171.72
Lenovo,ThinkPad X1,2 in 1 Convertible,Intel HD Graphics 520,Windows 10,14.0,2560,1440,2.6,16,512,2.8,4.2,2440.0
MSI,GP62M 7RDX,Gaming,Nvidia GeForce GTX 1050,Windows 10,15.6,1920,1080,2.8,8,1128,2.4,25.7,1142.8
HP,Spectre Pro,2 in 1 Convertible,Intel HD Graphics 520,Windows 10,13.3,1920,1080,2.4,8,256,1.48,4.2,1629.0
HP,ZBook 15,Workstation,Nvidia Quadro M1000M,Windows 7,15.6,1920,1080,2.6,8,256,2.59,53.4,2229.0
HP,Spectre Pro,2 in 1 Convertible,Intel HD Graphics 520,Windows 10,13.3,2560,1440,2.6,8,256,1.48,4.2,1799.0
HP,ZBook Studio,Workstation,Nvidia Quadro M1000M,Windows 7,15.6,1920,1080,2.6,8,256,2.0,53.4,1899.0
HP,EliteBook 820,Ultrabook,Intel HD Graphics 520,Windows 7,12.5,1920,1080,2.5,8,256,1.26,4.2,2296.95
Dell,Vostro 5568,Notebook,Nvidia GeForce 940MX,Windows 10,15.6,1920,1080,2.7,8,256,2.18,8.62,1009.9
HP,EliteBook 850,Notebook,Intel HD Graphics 520,Windows 7,15.6,1920,1080,2.3,8,256,1.88,4.2,1579.0
Lenovo,ThinkPad X1,2 in 1 Convertible,Intel HD Graphics 520,Windows 10,14.0,2560,1440,2.5,8,256,1.27,4.2,2339.0
Lenovo,V110-15ISK (i3-6006U/4GB/1TB/No,Notebook,Intel HD Graphics 520,No OS,15.6,1366,768,2.0,4,1000,1.9,4.2,339.0
HP,15-BA015wm (E2-7110/4GB/500GB/W10),Notebook,AMD Radeon R2 Graphics,Windows 10,15.6,1366,768,1.8,4,500,1.86,12.3,297.0
Lenovo,B51-80 (i5-6200U/8GB/1TB/Radeon,Notebook,AMD Radeon R5 M330,No OS,15.6,1920,1080,2.3,8,1000,2.32,63.1,599.0
Dell,Inspiron 7567,Gaming,Nvidia GeForce GTX 1050Ti,Windows 10,15.6,1920,1080,2.8,8,1000,2.62,29.3,1199.0
Dell,XPS 15,Notebook,Nvidia GeForce 960M,Windows 10,15.6,3840,2160,2.3,8,256,2.04,16.4,2250.68
HP,15-bw002nv (A6-9220/4GB/256GB/Radeon,Notebook,AMD Radeon 520,Windows 10,15.6,1920,1080,2.5,4,256,1.91,4.96,478.89
MSI,GP72M 7REX,Gaming,Nvidia GeForce GTX 1050 Ti,Windows 10,17.3,1920,1080,2.8,16,1256,2.7,29.3,1492.8
Lenovo,ThinkPad T460s,Ultrabook,Intel HD Graphics 520,Windows 7,14.0,1920,1080,2.6,12,512,1.4,4.2,2299.0
Lenovo,B51-80 (i5-6200U/8GB/1008GB/Radeon,Notebook,AMD Radeon R5 M330,Windows 10,15.6,1920,1080,2.3,8,0,2.5,63.1,788.49
HP,Spectre Pro,2 in 1 Convertible,Intel HD Graphics 520,Windows 10,13.3,2560,1440,2.6,8,512,1.48,4.2,2041.0
Lenovo,ThinkPad T460,Ultrabook,Intel HD Graphics 520,Windows 7,14.0,1920,1080,2.6,8,256,1.7,4.2,1499.0
MSI,GS40 Phantom,Gaming,Nvidia GeForce GTX 970M,Windows 10,14.0,1920,1080,2.6,16,1256,1.7,30.7,1769.0
HP,Pavilion 15-cb003nv,Gaming,Nvidia GeForce GTX 1050,Windows 10,15.6,1920,1080,2.8,8,1000,2.62,25.7,899.0
Lenovo,IdeaPad 310-15ISK,Notebook,Intel HD Graphics 520,Windows 10,15.6,1366,768,2.0,8,1000,2.2,4.2,459.0
HP,250 G4,Notebook,Intel HD Graphics 520,No OS,15.6,1366,768,2.3,4,500,2.1,4.2,476.99
Dell,Inspiron 7567,Gaming,Nvidia GeForce GTX 1050 Ti,Windows 10,15.6,3840,2160,2.8,8,1128,2.62,29.3,1498.0
Lenovo,ThinkPad T570,Notebook,Intel HD Graphics 620,Windows 10,15.6,1920,1080,2.5,8,256,1.95,4.54,1390.0
HP,Stream 14-AX000nv,Notebook,Intel HD Graphics 400,Windows 10,14.0,1366,768,1.6,2,32,1.44,3.18,249.0
MSI,PL60 7RD,Gaming,Nvidia GeForce GTX 1050,Windows 10,15.6,1920,1080,2.7,8,1000,2.2,25.7,839.0
HP,250 G5,Notebook,Intel HD Graphics 520,Windows 10,15.6,1920,1080,2.5,8,256,1.96,4.2,679.0
HP,ProBook 450,Notebook,Intel UHD Graphics 620,Windows 10,15.6,1920,1080,1.8,16,512,2.1,4.8,1159.0
Asus,X553SA-XX021T (N3050/4GB/500GB/W10),Notebook,Intel HD Graphics,Windows 10,15.6,1366,768,1.6,4,500,2.2,1.56,369.0
Lenovo,V110-15ISK (i5-6200U/4GB/500GB/No,Notebook,Intel HD Graphics 520,No OS,15.6,1366,768,2.3,4,500,2.1,4.2,398.0
Lenovo,IdeaPad 510-15IKB,Notebook,Nvidia GeForce 940MX,No OS,15.6,1920,1080,2.7,8,1000,2.2,8.62,709.0
Asus,UX410UA-GV097T (i3-7100U/4GB/256GB/FHD/W10),Notebook,Intel HD Graphics 620,Windows 10,14.0,1920,1080,2.4,4,256,2.0,4.54,769.0
Lenovo,B51-80 (i7-6500U/4GB/1008GB/FHD/W7),Notebook,Intel HD Graphics 520,Windows 7,15.6,1920,1080,2.5,4,0,2.32,4.2,825.0
Lenovo,IdeaPad Y700-15ISK,Gaming,Nvidia GeForce GTX 960,Windows 10,15.6,1920,1080,2.6,16,512,3.31,32.9,1305.0
MSI,GS60 Ghost,Gaming,Nvidia GeForce GTX 970M,Windows 10,15.6,1920,1080,2.6,16,1128,1.91,30.7,2153.37
HP,ProBook 450,Notebook,Intel HD Graphics 520,Windows 10,15.6,1366,768,2.3,4,500,2.07,4.2,650.0
Lenovo,ThinkPad X1,2 in 1 Convertible,Intel HD Graphics 520,Windows 10,14.0,2560,1440,2.3,8,256,1.36,4.2,1637.0
Lenovo,IdeaPad 310-15IKB,Ultrabook,Nvidia GeForce 920M,Windows 10,15.6,1920,1080,2.7,6,256,1.54,5.76,831.0
Dell,Vostro 5568,Notebook,Nvidia GeForce GT 940MX,Linux,15.6,1920,1080,2.7,8,256,1.98,57.7,895.01
Acer,Aspire 3,Notebook,Intel HD Graphics 500,Windows 10,15.6,1366,768,2.0,4,500,2.1,3.44,333.0
HP,Pavilion 15-BC000nv,Notebook,Nvidia GeForce GTX 960M,Windows 10,15.6,1920,1080,2.6,6,1000,2.18,16.4,799.0
Asus,Rog GL552VW-DM201T,Gaming,Nvidia GeForce GTX 960M,Windows 10,15.6,1920,1080,2.6,8,1256,2.591,16.4,909.0
Dell,Inspiron 5578,2 in 1 Convertible,Intel HD Graphics 620,Windows 10,15.6,1920,1080,2.7,16,512,2.09,4.54,1179.0
Acer,Aspire E5-576G,Notebook,Nvidia GeForce 940MX,Windows 10,15.6,1920,1080,2.5,4,256,2.23,8.62,691.0
Dell,XPS 13,Ultrabook,Intel HD Graphics 520,Linux,13.3,3200,1800,2.4,8,256,1.23,4.2,1099.0
Acer,Predator G9-793,Gaming,Nvidia GeForce GTX 1070,Windows 10,17.3,1920,1080,2.8,16,1256,4.2,79.7,2599.0
Lenovo,Legion Y520-15IKBN,Gaming,Nvidia GeForce GTX 1050,Windows 10,15.6,1920,1080,2.5,8,1000,2.4,25.7,819.0
Samsung,Chromebook Plus,2 in 1 Convertible,ARM Mali T860 MP4,Chrome OS,12.3,2400,1600,2.0,4,32,1.15,31.5,659.0
HP,250 G6,Notebook,Intel HD Graphics 620,Windows 10,15.6,1366,768,2.5,4,500,1.86,4.54,485.0
Apple,"MacBook 12""",Ultrabook,Intel HD Graphics 5300,Mac OS X,12.0,2304,1440,1.1,8,256,0.92,2.53,1163.0
Dell,Inspiron 7378,2 in 1 Convertible,Intel HD Graphics 620,Windows 10,13.3,1920,1080,2.5,8,256,1.6,4.54,1199.0
HP,Pavilion Power,Notebook,Nvidia GeForce GTX 1050,Windows 10,15.6,1920,1080,2.8,12,1128,2.21,25.7,1327.0
Asus,Rog G752VY-GC229T,Gaming,Nvidia GeForce GTX 980M,Windows 10,17.3,1920,1080,2.6,16,1512,4.3,40.6,2150.0
Acer,Aspire 3,Notebook,Intel HD Graphics 500,Linux,15.6,1366,768,2.0,4,1000,2.1,3.44,272.0
MSI,GS73VR 7RF,Gaming,Nvidia GeForce GTX 1060,Windows 10,17.3,1920,1080,2.8,16,1256,2.43,46.7,2048.9
Dell,Inspiron 5567,Notebook,AMD Radeon R7 M440,Windows 10,15.6,1366,768,2.0,4,128,2.3,73.1,499.0
Lenovo,IdeaPad 310-15ISK,Notebook,Nvidia GeForce 920MX,No OS,15.6,1366,768,2.5,8,500,2.2,5.76,629.0
Dell,Inspiron 5579,2 in 1 Convertible,Intel UHD Graphics 620,Windows 10,15.6,1920,1080,1.8,16,512,2.0,4.8,1285.0
Dell,XPS 13,Ultrabook,Intel HD Graphics 620,Windows 10,13.3,3200,1800,2.7,16,512,1.2,4.54,2680.0
Asus,FX502VM-DM105T (i7-6700HQ/8GB/1TB/GeForce,Gaming,Nvidia GeForce GTX 1060,Windows 10,15.6,1920,1080,2.6,8,1000,2.2,46.7,1169.0
Dell,Inspiron 5567,Notebook,AMD Radeon R7 M445,Windows 10,15.6,1920,1080,2.5,8,256,2.36,21.2,889.0
HP,15-bs025nv (i5-7200U/8GB/256GB/W10),Notebook,Intel HD Graphics 620,Windows 10,15.6,1366,768,2.5,8,256,1.91,4.54,579.0
Lenovo,IdeaPad 320-15AST,Notebook,AMD Radeon R2 Graphics,Windows 10,15.6,1366,768,2.2,4,500,2.2,12.3,299.0
Acer,Aspire E5-774G,Notebook,Nvidia GeForce 940MX,Windows 10,17.3,1600,900,2.0,8,1000,3.3,8.62,629.0
Asus,Rog Strix,Gaming,Nvidia GeForce GTX 1070,Windows 10,15.6,1920,1080,2.8,16,1256,2.2,79.7,2449.0
Apple,"MacBook 12""",Ultrabook,Intel HD Graphics 515,Mac OS X,12.0,2304,1440,1.2,8,512,0.92,2.92,1279.0
Asus,FX502VM-AS73 (i7-7700HQ/16GB/1TB,Notebook,Nvidia GeForce GTX 1060,Windows 10,15.6,1920,1080,2.8,16,1128,2.2,46.7,1749.0
MSI,GS73VR Stealth,Gaming,Nvidia GeForce GTX 1060,Windows 10,17.3,1920,1080,2.6,16,1256,2.43,46.7,1948.99
Dell,Inspiron 7579,2 in 1 Convertible,Intel HD Graphics 620,Windows 10,15.6,1920,1080,2.5,8,256,2.191,4.54,999.0
Asus,ROG Strix,Gaming,Nvidia GeForce GTX 1060,Windows 10,17.3,1920,1080,2.8,16,1256,2.9,46.7,1949.0
Acer,C740-C9QX (3205U/2GB/32GB/Chrome,Netbook,Intel HD Graphics,Chrome OS,11.6,1366,768,1.5,2,32,1.3,1.56,174.0
Acer,E5 774G,Notebook,Nvidia GeForce 940MX,Windows 10,17.3,1600,900,2.0,4,1000,3.3,8.62,598.0
Lenovo,IdeaPad 320-17IKB,Notebook,Intel HD Graphics 620,No OS,17.3,1600,900,2.5,8,1000,2.8,4.54,539.0
Lenovo,IdeaPad Y700-15ISK,Gaming,Nvidia GeForce GTX 960<U+039C>,Windows 10,15.6,1920,1080,2.6,8,1128,2.6,32.9,1272.0
Acer,SP714-51 (i7-7Y75/8GB/256GB/FHD/W10),2 in 1 Convertible,Intel HD Graphics 615,Windows 10,14.0,1920,1080,1.3,8,256,1.2,3.4,1149.0
Lenovo,Thinkpad T560,Notebook,Intel HD Graphics 520,Windows 10,15.6,1920,1080,2.6,8,256,2.3,4.2,1529.0
MSI,GP62MVR 6RF,Gaming,Nvidia GeForce GTX 1060,Windows 10,15.6,1920,1080,2.6,8,1128,2.2,46.7,1476.11
HP,15-bw009nv (A12-9720P/6GB/1TB/Radeon,Notebook,AMD Radeon 530,Windows 10,15.6,1920,1080,2.7,6,1000,2.1,6.64,529.0
Dell,Latitude E7270,Ultrabook,Intel HD Graphics 520,Windows 7,12.5,1920,1080,2.4,8,256,1.26,4.2,1713.37
Dell,Inspiron 5578,2 in 1 Convertible,Intel HD Graphics 620,Windows 10,15.0,1920,1080,2.4,4,500,2.08,4.54,509.0
Asus,X540SA-RBPDN09 (N3710/4GB/1TB/W10),Notebook,Intel HD Graphics 405,Windows 10,15.6,1366,768,1.6,4,1000,2.65,2.1,309.0
Dell,XPS 13,Ultrabook,Intel HD Graphics 620,Windows 10,13.3,3200,1800,2.7,8,256,1.29,4.54,1477.0
Dell,Vostro 3568,Notebook,Intel HD Graphics 520,Linux,15.6,1366,768,2.5,4,1000,2.18,4.2,521.86
Lenovo,IdeaPad Y700-15ISK,Gaming,Nvidia GeForce GTX 960M,Windows 10,15.6,1920,1080,2.6,16,1128,2.6,16.4,1029.0
MSI,GL62M 7RDX,Gaming,Nvidia GeForce GTX 1050,Windows 10,15.6,1920,1080,2.8,8,1128,2.2,25.7,1149.0
Lenovo,ThinkPad Yoga,Netbook,Intel HD Graphics 520,Windows 10,12.5,1920,1080,2.5,16,512,1.3,4.2,1650.0
Razer,Blade Pro,Gaming,Nvidia GeForce GTX 1060,Windows 10,14.0,1920,1080,2.8,16,1000,1.95,46.7,3499.0
Dell,Inspiron 3567,Notebook,Intel HD Graphics 620,Windows 10,15.6,1366,768,2.4,8,1000,2.3,4.54,469.01
MSI,GE72VR Apache,Gaming,Nvidia GeForce GTX 1060,Windows 10,17.3,1920,1080,2.8,16,1256,2.7,46.7,1598.0
